subject,question,error_type
business_ethics,"_______ is the term used to describe the ongoing approval and acceptance of a company's activities by society, especially among local communities and civil societies.",ok
business_ethics,"In a business to business context, conflicts of interest can arise in two main ways: conflict of _______ and _______ interests, which might arise, for example, when a firm is hired as a supplier of professional services by another firm or conflict of _________ and ________ interests, such as where an individual's interests may conflict with that of their employer.",ok
business_ethics,A company may become insolvent if it,ok
business_ethics,"According to Evan and Freeman (1993), the Principle of ________ and the Principle of _______ can be used in a specific situation to determine who constitutes a _______.",ok
business_ethics,______ is the corporate role in governing citizenship rights for the individual,ok
business_ethics,"When negotiating using unethical practices, businesses can risk _______, if the negotiations are part of a longer-term business association, as well as a ___________ and __________, as negotiations can impact company image and stymy progress.",ok
business_ethics," The ________ perspective on sustainability resulted from growth models that analysed the carrying capacity of the planet, overall concluding that the finite capacity of the earth and_______, ________ and _______ by current and past generations could reduce quality of life for future generations. This contrasts with the environmental perspective with focuses on the need to maintain and preserve the natural environment.",ok
business_ethics,"Businesses engage in social accounting due to demands from _________, in order to identify ________, to improve ___________ and to encourage _________ and ___________",ok
business_ethics,"The state of being unable to make an informed, reasoned decision about a product purchase is known as?",ok
business_ethics,"_______ such as bitcoin are becoming increasingly mainstream and have a whole host of associated ethical implications, for example, they are______ and more ______. However, they have also been used to engage in _______.",ok
business_ethics,They are too irrational and uncodified.,bad_question_clarity
business_ethics,"________ is the use of language of to mask or expose the ethical nature of decisions, actions and behaviours.",ok
business_ethics,"Better access to certain markets, differentiation of products, and the sale of pollution-control technology are ways in which better environmental performance can:",ok
business_ethics,"The so-called BRIC countries (Brazil, Russia, India and _______) tend to follow a __________ approach to corporate governance. However, recently this has tended to move towards more _______-based mechanisms.",ok
business_ethics,Cultural homogenization.,bad_question_clarity
business_ethics,"______ are the obligations of workers towards their employer, based on individual contracts and wider employment laws.",ok
business_ethics,Which of the following areas is not covered by the principles enshrined in the UN Global Compact?,ok
business_ethics,"The enforcement of company privacy is complex as corporations are somewhat __________, as there are few clear barriers to define their limits, it is difficult to _________ due to the number of individuals involved and much corporate activity takes place in ________.",ok
business_ethics,"________ is any business effort to influence government or public policy. It includes activities such as __________, political advertising, financial contributions, ________ action and political ________.",ok
business_ethics,"Ethical issues related to marketing communications include the fact that they are _________ and unavoidable, they create ________ needs, reinforce _________ and perpetuate _________ and ______.",ok
business_ethics,"Typical advertising regulatory bodies suggest, for example that adverts must not: encourage _________, cause unnecessary ________ or _____, and must not cause _______ offence.",ok
business_ethics,"According to Mitchell et al (1997) ______, the perceived ability of a stakeholder to influence organisational action, ________ whether the organisation perceives the stakeholder's actions as desirable, proper and appropriate and ________, the immediacy of attention the stakeholder claims require, determine stakeholder ________.",ok
business_ethics,_______ and _______ are both examples of _______ -based theories which are based on basic universal principles of right and wrong.,ok
business_ethics,"The race to the ______ is when, due to increased ________, countries compete for foreign investment through companies' relocation decisions by weakening their ______ and _____ standards.",ok
business_ethics,The purposes for which the information is used is in the public's interest.,bad_question_clarity
business_ethics,"The extent to which an individual is able to creatively consider the consequences of, resolutions to, and issues associated with moral decision making is known as _________.",ok
business_ethics,"Negative advertising, stealing or poaching customers and predatory pricing are all strategies employed by businesses described using the umbrella term ________.",ok
business_ethics,"In order to try and align the interest of shareholders and senior management of a company, _________ are often made available to _______ of a company, to ensure that it is in their interests to increase _______ and dividend performance.",ok
business_ethics,CSO's frequently spend too much time communicating their performance measures and too much time devising them with input from beneficiaries.,bad_question_clarity
business_ethics,"A(n) __________ is a ________, __________ framework which goes beyond linear functions, operations and transactions to produce a certain commodity or product",ok
business_ethics,_______ locate morality beyond the sphere of rationality in an emotional 'moral impulse' towards others.,ok
business_ethics,Sustainability can broadly be defined as,ok
business_ethics,"There are two main issues associated with _____ sizing. _______ is a key issue as due to the information policy of the corporation it can be argued that employees have a right to know if they are being made redundant. _______ is a second issue, particularly the ________ package that employees receive when laid off.",ok
business_ethics,"Factors that impact ethical decision making can be broadly broken down into ________ factors, related to the unique characteristics of a person, and _________ factors, which are features of the person's environment or the particular issue.",ok
business_ethics,_________ are individual beliefs about desirable behaviours and goals that are stable over time and which influence decision making.,ok
business_ethics,"The focus on issues, the intended audience extending beyond shareholders and the voluntary nature of ___________ distinguish it from _________.",ok
business_ethics,"____________ refers to a strategic process involving stakeholder assessment to create long-term relationships with customers, while maintaining, supporting, and enhancing the natural environment.",ok
business_ethics,What does Milton Friedman believe to be the sole responsibility of business?,ok
business_ethics,"The rise in business led, private regulation can be attributed to: encouragement of a _______ approach from industry, _________ and _______ achievement of objectives.",ok
business_ethics,"Under ethical ________ objective moral principles can be rationally determined, while ethical under ________ morality is both context dependant and subjective.",ok
business_ethics,"Businesses have _____ within society and have the potential to provide a ____ to society while ____ has the potential to inflict enormous harm on individuals, communities and the environment.",ok
business_ethics,"The Right to _______ has been a long-standing ethical concern for employees which today are addressed in most developed countries through a dense network of occupational health, safety and environmental regulations companies must abide by.",ok
business_ethics,The Private Sector Social Enterprise Model.,bad_question_clarity
business_ethics,"The degree to which corporate decisions, policies, activities and impacts are acknowledged and made visible to relevant stakeholders is known as ________",ok
business_ethics,When the true cost an item is deliberately obscured by a company this is known as?,ok
business_ethics,"________ reasoning is considered by many to be prevalent within society and particularly within businesses, where it is often referred to in the form of a ___________.",ok
business_ethics,"_______ is a system of exchange based on guaranteeing producers in developing countries a living wage, decent working conditions and opportunities for community development.",ok
business_ethics,How the code is enforced.,bad_question_clarity
business_ethics,The complexity of the theory.,bad_question_clarity
business_ethics,According Carroll what four categories or aspects can corporate social responsibility be broken down into?,ok
business_ethics,"A corporation is ________ from its managers, employees, investors and customers. It therefore has _______ succession and also ________.",ok
business_ethics,"The ISO 26000 standard on ________ is emblematic of a number of trends emerging within the shared global governance space. Specifically, these trends concern, more deliberation and ________, greater focus on the _______ rather than outcomes and more _______ rather than specific norms.",ok
business_ethics,Managers and directors have a fiduciary responsibility to protect the investment of shareholders.,bad_question_clarity
