item_id,clean_text,domain_group,WSCG_Nodes,WSCG_Depth,Syntactic_MDD,Syntactic_Depth,Knowledge_NER_Density,Knowledge_Zipf_Rarity,Semantic_Concreteness,adversarial_raw_count,word_count,Adversarial_Score
9454,"Personal Care and Style: How to store watches at home. Keep your watches in a storage case if you want to keep them in sight. These cases are similar to a jewelry box, but the compartments are designed to fit watches. They are often lined with felt or another plush fabric that will prevent your watches from getting scratched or dented.",wikihow,27,4.0,3.0159,6,7.4627,3.3714,2.5215,0,67,-2.421433076665103
9455,"Family Life: How to choose fall wedding decorations. Try soft greens and browns. While greens are usually associated with spring, they can also do just fine for a fall wedding. Think moss or sage green, paired with a soft chestnut brown.",wikihow,23,3.5,2.8409,4,2.0833,3.282,2.9313,0,48,-1.3604451736580236
9456,"Personal Care and Style: How to set a pocket watch. Pull on the crown of the watch to see if it is pendant-set. The crown is a rotating button at the top of the watch above the number 12. Unlike other watches, the crown on a pendant-set watch will press in and pull out.",wikihow,28,5.0,3.1,5,9.375,3.08,2.8283,0,64,-2.253908670927143
9457,"Family Life: How to be independent while living in your parent's house. Create a communication system. Communication is important between you and your parents to clarify when you need privacy or space. A simple, predetermined signal can denote when someone needs a moment of breathing room.",wikihow,23,5.0,2.7551,5,0.0,3.0304,2.546,0,53,-1.6396525165546236
9458,Family Life: How to plan winter engagement photos. Choose between candid or staged photos. You should think about what type of photos you want before setting up a session with a photographer. Consider if you would like staged or candid photos.,wikihow,19,1.5,2.8571,7,2.1739,3.1186,2.4741,0,46,-1.2487622364993836
9459,Finance and Business: How to establish business credit for your business. Decide how you want to structure your business. This may take some research but a few common ways to structure a business are: c-corporation; s-corporation; sole-proprietorship; limited liability and partnerships. For business credit separate from your personal credit you will need to structure your business as a corporation or llc.,wikihow,36,9.0,3.3239,5,0.0,2.9486,2.4577,0,75,-2.8681648252996634
9460,"Computers and Electronics: How to think for yourself. Tackle one problem each day. Everyone faces problems or issues in their day-to-day lives, whether it's who to vote for, what job offer to accept, or how to deal with a family member. Each day, break one of these problems down in your free time.",wikihow,32,6.0,3.6032,6,7.4627,2.7673,2.6418,0,67,-2.421433076665103
9461,"Family Life: How to get a toddler to eat lunch. Give fair warning, about 20 minutes before lunch is planned, that lunchtime is approaching and he or she will have to take a break from their free time in order to eat. This way, announcing it is time for lunch won't come as a complete surprise.. Sound the proverbial dinner bell.",wikihow,26,1.5,3.8636,5,7.1429,3.0748,2.6684,7,70,4.411042517596937
9462,"Personal Care and Style: How to wear a pocket square. Start out with a basic white pocket square. White is a good color to start with because it goes with just about everything. It's also less flashy, which can be helpful if you're attempting to ease into the look.",wikihow,18,1.5,3.0377,5,8.7719,3.0605,2.4652,0,57,-1.8630183908719034
9463,Relationships: How to fall in love. Boost your self-esteem. To fall in love and find the right person you must first have confidence and love invested in yourself. People with self-confidence tend to have happier and longer lasting relationships than those who don't.,wikihow,25,7.0,2.8571,5,0.0,3.2533,2.518,3,53,1.3603474834453764
9464,"Personal Care and Style: How to make a facial mask. Gather the ingredients. This mask works to reduce the appearance of pores with clay, which pulls dead skin cells and other pore-clogging debris away from your skin as it dries on your face. Go to a health food stores and get the following supplies : Bentonite clay, which draws out impurities.",wikihow,33,6.0,3.3182,8,7.1429,3.4652,2.7304,0,70,-2.588957482403063
9465,"Personal Care and Style: How to get nice skin. Be consistent with any skin care routine. Whatever routine you create, the important part is to be consistent. As with most things when it comes to taking care of your body, it's more important that you're doing anything at all.",wikihow,20,3.0,2.8333,5,8.6207,2.9235,2.3494,0,58,-1.9188598594512236
9466,"Holidays and Traditions: How to watch a movie. Play dvds through your player or computer to watch movies simply and easily. If you have a physical copy of the movie, simply put it in to play it. You will need to appropriate device, of course.",wikihow,19,1.5,2.7917,4,0.0,3.0248,2.6638,0,52,-1.5838110479753034
9467,"Personal Care and Style: How to start a hair care routine. Know your hair type. Every person has different hair, and it often needs to be treated and taken care of in different ways. Learn what type of hair you have in order to take care of it in the best way possible.",wikihow,27,6.0,3.0182,5,10.1695,2.6478,2.4953,0,59,-1.9747013280305434
9468,"Personal Care and Style: How to fix a sweater that has stretched. Determine how much of a sweater needs reshaping. You only need to soak an entire sweater if you want to shrink it entirely. Sometimes, this is not necessary.",wikihow,14,1.5,2.7143,5,10.8696,3.4011,2.3403,6,46,4.751237763500616
9469,"Food and Entertaining: How to freeze ginger. Choose a fresh, unblemished piece of ginger (or more pieces, as required). Check that it is clean; if not, give it a gentle wipe and make sure it is dry before proceeding.. Wrap the ginger piece or pieces in plastic kitchen wrap or foil.",wikihow,30,6.0,3.2759,6,0.0,3.5396,2.776,6,62,3.8577742662314964
9470,"Personal Care and Style: How to prevent jeans from fading in the wash. Wash jeans infrequently. Jeans do not actually need to be washed as regularly as other clothing items. In fact, washing jeans too often can cause them to fade prematurely.",wikihow,18,6.5,2.5909,5,10.4167,3.4809,2.6744,7,48,5.639554826341977
9471,Personal Care and Style: How to wear compression shorts. Choose outerwear compression shorts if you want high-end gear. These shorts are meant to be worn as workout gear without anything layered on top of them. They are engineered with high-end materials and have unique constructions that set them apart from the undergarment versions.,wikihow,32,3.0,2.8621,6,8.0645,3.8475,2.7382,3,62,0.8577742662314964
9472,"Personal Care and Style: How to make hair straight with a curling iron. Search for a curling iron that has plates or a clamp. It is much easier to straighten your hair with a curling iron that has a larger barrel, at least 1 to 2 inches in diameter. A larger barrel will allow you to run the curling iron through sections of your hair more easily and much more quickly than a curling iron with a smaller barrel.",wikihow,31,4.0,3.1111,7,11.7647,3.4797,2.705,0,85,-3.4265795110928634
9473,"Personal Care and Style: How to wear a puffer jacket. Select a puffer jacket with a sleek silhouette. In the past, most puffer jackets were thick, bulky and cumbersome. These days, puffer jackets come in a range of stylish silhouettes and cuts.",wikihow,23,4.0,2.5652,4,14.0,3.9008,2.5853,0,50,-1.4721281108166633
9474,"Food and Entertaining: How to make a birthday mug cake. Microwave the butter in a large, microwave-safe mug. Melt it for about 30-45 seconds until it turns into a liquid.. Add the flour, egg, sugar, milk, vanilla, and baking powder.",wikihow,29,4.0,3.7843,5,10.9091,3.5867,3.1967,0,55,-1.7513354537132633
9475,"Personal Care and Style: How to style glitter boots. Go with glitter ankle boots for a versatile option. Glitter boots come in all sorts of styles. If you want a low-key boot that you can wear with many different outfits, go with an ankle boot.",wikihow,23,3.0,3.1837,5,9.434,3.545,2.98,0,53,-1.6396525165546236
9476,"Family Life: How to teach your child the importance of gratitude. Start young. Teach her the "" polite words "" as early as possible. When your child is a toddler, prompt her to say "" please "" whenever she asks for something and "" thank you "" whenever she's given something, no matter how small.",wikihow,17,4.0,3.1186,7,0.0,3.0718,2.4149,4,63,1.8019327976521762
9477,"Computers and Electronics: How to stop being bullied. Don't react with more bullying. Although it might seem tempting to fight back with bullying, it can cause further problems. Bullies enjoy feeling as though they have power over you or that they are able to get a reaction from you.",wikihow,21,1.5,2.8462,5,0.0,3.3689,2.393,5,56,3.1928230777074162
9478,"Sports and Fitness: How to get voted captain. Make sure you know the material. This would include the rules, moves, names of equipment, etc. That way anyone with a question can come to you.",wikihow,14,3.0,2.5789,4,0.0,2.8513,2.5438,0,42,-1.0253963621821034
9479,Personal Care and Style: How to make a lavender insect repellent. Prepare a lavender soap. Make soap out of lavender essential oil. Washing your body with the soap can deter bugs from attacking you.,wikihow,16,2.0,2.8,5,12.8205,3.7353,3.0475,0,39,-0.8578719564441435
9480,Computers and Electronics: How to get a baby to sleep through the night. Remember that very few babies sleep through the night in their first year and many don't even in their second year. Make sure your expectations are reasonable.. Recognize and soothe colic.,wikihow,21,3.5,3.5,4,18.0,3.1437,2.6248,7,50,5.527871889183337
9481,"Pets and Animals: How to soothe your cat with a massage. Focus intently on the cat. You want your attention to be as close to 100% on the cat as possible. Massaging your cat lovingly for even a few minutes can be as good as a full half hour of petting, so focusing on the cat will be very beneficial.",wikihow,19,3.0,3.7143,4,16.4179,3.4504,2.4181,0,67,-2.421433076665103
9482,Personal Care and Style: How to safely clean a diamond ring. Make a soap and water mixture. Squirt a little dish soap into a bowl. Fill the bowl with warm water.,wikihow,16,2.0,3.1562,4,13.8889,3.2811,3.071,0,36,-0.6903475507061836
9483,"Personal Care and Style: How to make makeup last all day. Wash your face. Washing away dirt, sebum and old makeup will help your fresh makeup stay in place a lot longer. If you put fresh makeup on a dirty face, it'll tend to slip off or flake away.",wikihow,22,3.5,2.7358,5,14.0351,3.2134,2.9148,0,57,-1.8630183908719034
9484,"Personal Care and Style: How to thin nail polish. Turn the bottle upside down to blend the pigments back together. Keep flipping it upside down and right-side-up for two to three minutes.. sometimes, this is all your nail polish needs in order to get revived.. Roll the bottle between the palms of your hands for a few minutes.",wikihow,26,3.5,3.5469,5,18.8406,3.4563,2.7419,0,69,-2.5331160138237436
9485,"Computers and Electronics: How to schedule your college classes effectively. Look at the course schedule often and early. Familiarize yourself with the courses your college is offering each semester. The sooner you know what courses are being offered, the sooner you can register for those classes.",wikihow,17,3.0,3.0,5,0.0,3.2955,2.625,0,52,-1.5838110479753034
9486,"Personal Care and Style: How to mix patterns. Wear stripes that flatter your figure. You may encounter clothing with horizontal, vertical, and diagonal stripes. Each is best-suited to a different body type : Horizontal lines are best for lean and thin people.",wikihow,24,6.5,3.383,5,9.8039,3.345,2.6416,0,51,-1.5279695793959835
9487,"Family Life: How to deal with grief when you have bipolar disorder. Talk to your therapist. If you regularly attend therapy sessions, tell your therapist how you're feeling. They will be able to help you find ways to keep your mental health under control while you grieve.",wikihow,19,0.5,2.74,6,0.0,3.1738,2.6421,0,54,-1.6954939851339434
9488,"Pets and Animals: How to clean a tarantula's habitat. Decide where to place the spider. Depending on your comfort level and the mood of your tarantula, either remove the tarantula with your hand or by gently scooping it into a dish. Never try to remove a moody or molting tarantula as they may flick hair at you or bite.",wikihow,27,4.0,3.0968,5,0.0,3.84,2.6327,4,66,1.6344083919142163
9489,Health: How to lose weight without exercising. Count calories. Weight loss programs usually require you to modify your total calorie intake. Counting calories and being aware of how much you eat can help you lose weight.,wikihow,16,2.0,2.5135,5,0.0,3.2873,2.7066,2,41,1.0304451063972164
9490,"Family Life: How to afford daycare. Start looking for child care options early. If you're looking for fall daycare options, start looking in the summer before spots fill up at more affordable care centers. If you have just learned that you're expecting, begin budgeting, educating yourself about personal finances, and reducing your other household expenses immediately.",wikihow,24,4.0,3.127,5,2.9851,3.266,2.7031,0,67,-2.421433076665103
9491,Family Life: How to get your children into private school. Understand your child's interests. It is important that you find a school that is a good fit for your child. Talk to your child about interests and future goals.,wikihow,17,2.0,2.9024,5,0.0,2.7337,2.65,0,45,-1.1929207679200633
9492,"Personal Care and Style: How to wear pink shoes. Go for bright pink shoes to make a statement. Pink comes in hundreds of different shades, and you may be wondering how to choose between them. If you want a bold look, pick pink shoes in shades like fuchsia, rose, watermelon, and hot pink.",wikihow,24,2.5,3.0678,5,11.1111,3.2133,2.7138,0,63,-2.198067202347824
9493,"Health: How to open a child proof pill container. Place the container on a flat surface. This will ensure you get a good, even grip on the container.. Check the label to determine what type of child-proofing is on the container.",wikihow,19,5.0,3.4889,6,0.0,3.402,2.8945,0,49,-1.4162866422373435
9494,"Personal Care and Style: How to apply eyeshadow that lasts. Wash your face. Starting with a clean and fresh face will make your makeup stand out more, help it last longer, and help prevent your makeup from clumping and flaking. Use your favorite gel or cream facial cleanser and lukewarm water.",wikihow,23,4.0,3.2778,5,8.6207,3.4069,2.8292,0,58,-1.9188598594512236
9495,"Personal Care and Style: How to buzz cut hair. Use high-quality clippers with secured guards. If you don't already have a pair of high-quality clippers, you can purchase a pair costing between $20 and $120 online. Before you start buzzing, make sure the guard is securely fastened to the clippers.",wikihow,23,2.0,2.7333,6,17.1875,3.6677,2.6516,8,64,5.746091329072857
9496,"Personal Care and Style: How to grow a beard. Shave regularly until your facial hair comes in evenly. The worst way to grow a beard is to just stop shaving, or to never start. This results in patchy, uneven, and thin beards that just flat-out won't look good on your face.",wikihow,17,1.5,3.2586,5,8.0645,3.405,2.5766,12,62,9.857774266231496
9497,"Personal Care and Style: How to make a holiday bracelet as a gift. Choose a theme. We already have a general theme "" holidays! "". Although, what type of holidays? Is it maybe easter holidays, or christmas holidays? It is up to you! In this article we will focus on making a christmas theme bracelet, but you can easily change the colours to suit your holiday!. Choose colours.",wikihow,35,7.5,2.7123,4,8.5366,3.2535,2.5892,0,81,-3.2032136367755832
9498,"Health: How to increase breast size. Do push-ups. You may think of push ups as an arm exercise, but they also home in on your pectorals, the muscles in your chest. Working out the pectoral area strengthens and enlarges the chest and can make breasts appear fuller and larger.",wikihow,20,1.5,2.9808,5,0.0,3.635,2.92,0,56,-1.8071769222925835
9499,"Personal Care and Style: How to make an aspirin toner. Pour 1/2 cup (120 ml) of distilled water into an empty spray bottle or squirt bottle.. Drop 8 to 10 non-coated , 325 mg aspirin tablets to the water. Wait for the aspirin to dissolve.",wikihow,27,4.0,3.5417,5,20.3704,3.695,2.9967,0,52,-1.5838110479753034
9500,Cars & Other Vehicles: How to track your gas mileage with fuelfrog. Go to fuelfrog to sign up for a free account.. Go to the next page. It will take you to your fuelfrog dashboard.,wikihow,14,2.0,2.9722,4,15.0,3.245,2.7252,0,40,-0.9137134250234633
9501,"Finance and Business: How to refinance student loans. Evaluate your loans. Federally-guaranteed student loans are funded by the government and have a number of benefits. Private student loans can come from a variety of lenders including banks, credit unions, state agencies, or schools.",wikihow,27,3.0,2.6531,5,0.0,3.2012,2.5142,0,53,-1.6396525165546236
9502,Personal Care and Style: How to fight (girls ). Try to find a different solution first. You should always talk to a parent or teacher before fighting. Try to find another way to solve your problems that doesn't include violence.,wikihow,21,2.5,2.6977,6,12.766,2.8267,2.4039,5,47,3.695396294921297
9503,"Personal Care and Style: How to fix a toddler's chapped lips. Apply an oil-based product to your toddler's lips. There are a number of ointments and oils that might fix your toddler's chapped lips. For instance, you could wipe a thin layer of petroleum jelly, olive oil, or vegetable oil over your child's lips.",wikihow,29,3.0,3.1562,6,7.3529,3.7997,2.8743,0,68,-2.4772745452444234
9504,"Cars & Other Vehicles: How to buy a seventh year wedding anniversary gift. Consider copper jewelry. Copper is said to bring good luck, prosperity and good fortune to those who hold it, so why not let your spouse wear it? You can search websites like etsy and amazon to find vendors selling copper jewelry. You can find beautiful and unique copper pieces online, as it's a very popular material for jewelry.",wikihow,36,2.0,3.4474,5,11.1111,3.1574,2.7281,7,81,3.7967863632244168
9505,"Personal Care and Style: How to get tanned fast. Choose a base lotion or oil with a low spf. To get tan quickly, you'll need to apply a lotion or oil with a low spf, but you still want to make sure you have some protection from the sun's powerful rays. Choose between rub-on lotions, aerosol sprays, and oil rubs and mists that all contain some spf.",wikihow,35,6.0,3.4605,8,6.25,3.6517,2.6827,0,80,-3.147372168196263
9506,"Personal Care and Style: How to do floral eyeliner. Select 3 colors. Start at the center of your lash line. Using your first color, draw an "" x "" at the center of your lash line.",wikihow,19,3.0,2.8947,4,16.6667,3.2759,2.7752,0,42,-1.0253963621821034
9507,Personal Care and Style: How to make organic face masks. Assemble the ingredients. For this wonderful method you'll need : Organic ground cinnamon organic honey organic lemon juice (squeezed from an organic lemon.. Take a cup or an object to put the ingredients into.,wikihow,20,1.5,3.1915,4,9.8039,3.5027,2.8444,0,51,-1.5279695793959835
9508,Health: How to stop picking your scabs. Disinfect the wound. Open wounds and sores can develop infections. Always wash a new wound thoroughly with soap and water as soon as you obtain it.,wikihow,16,2.0,2.7647,4,0.0,3.5511,2.7662,0,38,-0.8020304878648232
9509,"Personal Care and Style: How to get healthy, clean and good looking feet. Keep your feet clean. Wash your feet every day with warm water and a mild cleanser. Even if you don't shower each day, take a few minutes to wash your feet in a sink or tub.",wikihow,25,3.5,3.1321,5,17.5439,3.0764,2.7484,8,57,6.136981609128097
9510,"Computers and Electronics: How to train someone to do your job. Give your notice. Often, you will be training someone to do your job because you are moving into a new position within your organization. However, if you are leaving your current company, you need to give appropriate notice so that your employer know your position needs to be filled.",wikihow,17,1.5,2.9531,5,0.0,2.8659,2.6005,0,68,-2.4772745452444234
9511,Family Life: How to help your child when a friend dies. Have an honest discussion with the child. Death can be a confusing and traumatic event for children. It's important to forge a supportive and open atmosphere so that they can begin to cope and to ask any questions that they may have.,wikihow,21,3.0,3.1636,7,0.0,3.0626,2.432,0,59,-1.9747013280305434
9512,Personal Care and Style: How to cover skin flaws with makeup. Apply primer to freshly washed skin using your fingertips or a brush. A primer is an important step because it means that your makeup will go on smoothly and will stick to your skin all day. Allow the primer to sit on your skin for a few minutes before moving to the next step.,wikihow,29,4.0,3.1515,5,14.2857,3.3497,2.7295,0,70,-2.588957482403063
9513,"Food and Entertaining: How to freeze rhubarb. Trim off the leaves and tips. Place the rhubarb stalks on a flat surface, like a cutting board. Trim off the top of the stalks where the leaves are.",wikihow,19,6.0,3.2368,5,0.0,3.5922,2.86,0,42,-1.0253963621821034
9514,"Food and Entertaining: How to core apples. Set the apple on the cutting board. The stem should be facing up.. Insert a short, thin bladed knife directly into the top of the apple.",wikihow,13,1.5,3.2286,3,2.5641,3.4241,2.9175,0,39,-0.8578719564441435
9515,"Computers and Electronics: How to make a blt sandwich. Cook the bacon. If there's one thing that's absolutely, positively , 100% crucial to a blt, it's bacon. Delicious, delectable bacon.",wikihow,17,1.5,3.3684,5,9.5238,3.9341,2.6728,0,42,-1.0253963621821034
9516,Youth: How to control teenage hormones. Learn to handle mood swings. Having your emotions fluctuate during puberty is completely normal. Many young people will experience mood swings at some time during puberty.,wikihow,16,4.0,2.5758,4,0.0,3.3643,2.437,0,37,-0.7461890192855034
9517,Personal Care and Style: How to dye hair two colors. Separate your hair. Brush or comb your hair into two loose pigtails. This will make it easier to wrap in foil after you apply the bleach and the dye.,wikihow,19,2.0,2.65,6,15.9091,3.5868,3.0482,0,44,-1.1370792993407435
9518,Personal Care and Style: How to make a fur coat stop shedding. Keep your fur dry. Don't wear your fur coat if you think it is going to rain or snow excessively. Getting a lot of water on your fur coat can damage it and can lead to shedding.,wikihow,22,2.0,2.7451,5,9.0909,3.2565,3.07,6,55,4.2486645462867365
9519,"Family Life: How to tell if your baby is a healthy weight. Know the averages. Most full-term babies weigh between six and nine pounds at birth. However, it is possible for a baby to be healthy even if she weighs more or less than average at birth.",wikihow,25,8.0,3.2353,5,9.0909,3.0733,2.5655,0,55,-1.7513354537132633
9520,"Personal Care and Style: How to make a cleanser for oily skin. Combine castor oil with olive oil. Use 1 part castor oil to 2 parts olive oil as a base, though you may vary this ratio depending on your own skin needs. The castor oil functions to clean your skin, and the olive oil serves as a restorative carrier oil.",wikihow,34,4.0,3.625,5,11.7647,3.4635,2.9434,0,68,-2.4772745452444234
9521,"Health: How to be healthier in 14 days. Ditch your car. This can be tricky depending on where you live, but spending less time in the car and more time on foot will help you lose weight, decrease stress, and elevate mood. If you have the option, walk to work or the grocery store instead of driving.",wikihow,25,2.0,3.7581,7,3.0303,3.0552,2.7756,0,66,-2.3655916080857837
9522,"Home and Garden: How to take care of a tree. Water your tree thoroughly right after you plant it. Watering your tree right away will help settle the soil and mulch, and it will give the roots moisture they need to start growing. Don't soak the soil around your tree.",wikihow,22,1.5,2.9245,5,0.0,3.1512,2.974,6,57,4.136981609128097
9523,"Personal Care and Style: How to design an ugly sweater using stickers. Set a piece of watercolor paper in either orientation. Decide if you want to show one, two or three sweaters. If you make two, you might include a long-sleeved sweater and a sleeveless vest.",wikihow,24,4.0,2.9608,6,16.3636,3.4942,2.9093,0,55,-1.7513354537132633
9524,"Computers and Electronics: How to use instagram collections. Go to your homepage and tap on the bookmark icon on the right. Login to instagram and go to your homepage. From there, you'll see a rectangular icon with a triangle on the bottom that resembles a flag.",wikihow,18,1.5,2.8571,5,0.0,3.8821,2.74,0,53,-1.6396525165546236
9525,"Personal Care and Style: How to "" dust "" hair. Divide your hair into portions. Gather your hair into four large equal portions. Twist each portion and clip them to your head.",wikihow,18,4.5,2.9091,4,18.9189,3.2706,2.9464,0,37,-0.7461890192855034
9526,Personal Care and Style: How to measure your waist to height ratio. Get the right supplies ready. You need a few things in order to calculate your waist-to-height ratio. Having everything ready will make this process quick.,wikihow,20,6.0,3.1905,6,10.8696,2.9658,2.5592,0,46,-1.2487622364993836
9527,"Personal Care and Style: How to apply liquid metal eyeshadow. Get a liquid metal eyeshadow kit. They are often labeled as "" metal foil. "" these kits contain a metallic, pressed powder eyeshadow and a clear, liquid primer.",wikihow,19,2.5,3.3571,5,11.1111,3.6939,3.1624,0,45,-1.1929207679200633
9528,"Personal Care and Style: How to use a stand up tanning bed. Find a reputable location that offers stand up tanning. Stop by tanning salons in your area and ask them about the services they offer. Also search online to find the salon's website, which will list what services the salon offers, and customer reviews.",wikihow,29,4.0,2.9831,7,7.9365,3.231,2.688,0,63,-2.198067202347824
9529,"Personal Care and Style: How to detangle dreadlocks. Cut away old portions of your dreadlocks. The older a portion of your dreadlock is, the harder it will be to untangle. Cut off any old lengths of dreadlock.",wikihow,14,3.0,2.6667,3,11.6279,3.8821,2.4578,0,43,-1.0812378307614232
9530,Family Life: How to respond to a frustrated child. Stay calm. Your attitude will affect the child's. Do not allow yourself to get frustrated by the child's outburst.,wikihow,10,1.0,2.4839,5,0.0,3.4943,2.5386,6,35,5.3654939178731365
9531,"Personal Care and Style: How to cut a fade haircut. Try a low fade on hair with more texture. If the hair your working on is thick or wavy, buzz the hair with the shortest clipper guard settings at a lower area, preferably below the ears or around the nape of the neck. Low fades show off a hair's texture better and work with the hair's natural pattern.",wikihow,30,2.0,3.3699,5,6.4935,3.4769,2.7536,0,77,-2.979847762458303
9532,"Food and Entertaining: How to add nut and seed butters to your diet. Select high-quality peanut butter. You may be overwhelmed when selecting a peanut butter, since there are so many options. Read the ingredient label and avoid peanut butters that have added oils (especially hydrogenated oils) and sugars.",wikihow,32,8.5,3.0909,6,0.0,3.8879,2.7398,0,59,-1.9747013280305434
9533,"Personal Care and Style: How to use a credit card system. Open a merchant account. A merchant account is a bank account, but it is different from a business checking account. A merchant account communicates with your customers' credit card issuers.",wikihow,26,6.5,2.9545,5,10.4167,3.094,2.6254,0,48,-1.3604451736580236
9534,"Personal Care and Style: How to make your period eco friendly. Be open to trying something new. It's different than what you're probably used to, but definitely worth it. One misconception is that reusable products are unclean and gross.",wikihow,17,1.5,2.7907,4,12.766,3.2342,2.2608,0,47,-1.3046037050787034
9535,"Cars & Other Vehicles: How to cross in front of a truck safely. If the truck sees you start to pass, continue passing. Don't do anything the truck wouldn't expect you to do.. Observe the truck, the stoplights, and other lanes of traffic before crossing.",wikihow,17,3.5,2.9608,5,10.9091,3.5005,2.5886,11,55,9.248664546286737
9536,"Personal Care and Style: How to press crumbled eyeshadow. Get a small pot or container and a stick or spatula of your choice.. Taking the stick, remove all the eyeshadow from the pot, before moving it into your container.. Using a small brush, remove all the tiny bits and pieces left behind, and add them to your container.",wikihow,30,6.5,3.0952,5,7.4627,3.4304,2.7763,0,67,-2.421433076665103
9537,"Food and Entertaining: How to retrieve a telstra puk code. Call the telstra service line on 125 111 (a flat 25c call charge ). You'll hear this message. "" welcome to telstra. So i can direct your call to the right place, in just a few words, please tell me the reason for your call "". Say "" puk code "".",wikihow,27,3.0,3.5735,4,2.7778,3.5956,2.703,0,73,-2.756481888141023
9538,"Education and Communications: How to write a simple screenplay (for kids ). Write or type the name of the play on a piece of paper. When thinking of a name, make sure that you do not plagiarize the name of a book or popular poem. Think of what you want the play to be about before you name it; this will help guide you.",wikihow,24,5.0,3.1618,6,0.0,2.9632,2.5716,6,72,3.2993595804382965
9539,"Finance and Business: How to boost your business image. Have an "" elevator pitch "" ready to use. If you meet someone in an elevator or on line at a coffee shop, be prepared to say something about your company that gets your message out briefly. For example, if you make designer jewelry, you might say, "" you have pretty earrings.",wikihow,22,4.0,3.0,6,0.0,3.1392,2.7718,0,70,-2.588957482403063
9540,"Family Life: How to become someone your child wants to confide in. Be available. In order for your child to feel comfortable confiding in you, they have to have the opportunity. If you're always chatting on the phone with friends, locked into the television, or away at work, you'll miss chances to communicate.",wikihow,17,0.5,2.85,5,0.0,3.2092,2.607,0,64,-2.253908670927143
9541,"Home and Garden: How to clean a fiberglass shower. Empty out your shower. Remove all bottles, soap, razors, and accessories from your shower. Wipe down the items to remove any grime that may be transferred back into the shower, especially mildew.",wikihow,20,3.0,3.1304,6,0.0,3.7255,2.9576,0,50,-1.4721281108166633
9542,"Personal Care and Style: How to keep your makeup from going bad. Recognize that makeup has an expiration date. Many people keep beloved-and half-used-cosmetics in a drawer, cabinet, or makeup bag. But that favorite blush or lip gloss may be years old and a goopy, bacteria-laden mess.",wikihow,32,9.0,3.4576,4,9.5238,3.3335,2.8069,0,63,-2.198067202347824
9543,"Personal Care and Style: How to stop being obnoxious. Admit your faults to yourself. Before you can fix your behavior, you must admit it first. Nobody likes to admit their faults, but by admitting the problem, you're making yourself conscious that "" ok, i have a problem, but i'm going to try my best to fix it "".",wikihow,18,4.5,3.4242,6,8.5714,3.1968,2.5019,0,70,-2.588957482403063
9544,Education and Communications: How to take action against capital punishment in your state. Focus your action on a specific case or cases. It may help you to focus your efforts on a couple of current capital cases in your state. Focusing your work on a couple of specific cases may be more effective than tackling several cases or state laws as a whole.,wikihow,27,19.0,3.0312,5,0.0,2.9138,2.6024,0,68,-2.4772745452444234
9545,"Family Life: How to make a multiplication tables activity board using plastic water bottle caps. Plug in hot glue gun, cautiously. Allow the hot glue gun to warm up. Don't let your kids use the glue gun themselves.",wikihow,21,1.5,3.122,5,0.0,3.2631,3.4509,6,45,4.8070792320799365
9546,"Home and Garden: How to become a better kickboxer. Start slowly. Once you are ready to graduate from training on your own to practicing with real live partners, resist the urge to treat sparring sessions as actual matches. Instead, utilize these sessions as what they are: practice.",wikihow,18,2.0,3.0196,5,0.0,3.3371,2.4686,0,55,-1.7513354537132633
9547,"Personal Care and Style: How to make yoga pants look fashionable. Decide on a style. Let your personal preferences guide this decision. Pants with a simple fold-down waist and legs that hug your ankle will fit into many styles, and stay in the background while other parts of the outfit draw attention.",wikihow,26,4.0,3.25,5,8.3333,3.2389,2.61,0,60,-2.030542796609863
9548,"Cars & Other Vehicles: How to become a flight crew scheduler. Graduate from high school. Airlines, including small, commuter airlines will not hire you if you do not have a high school diploma.. Learn how to use a computer.",wikihow,19,1.0,2.8333,5,15.2174,3.195,2.7679,13,46,11.751237763500617
9549,"Home and Garden: How to plant begonia bulbs. Purchase tubers (bulbs) by mid winter. Since begonias need to be planted in early spring, the best time to find a good selection is during the winter. There are hundreds of varieties to choose from, but all tuberous begonias require the same care.",wikihow,28,4.5,3.0893,4,11.6667,3.5086,2.2768,0,60,-2.030542796609863
9550,"Personal Care and Style: How to eliminate sunscreen and not burn. Wear long sleeve shirts. It's pretty obvious that the more skin you conceal from the sun, the more skin you'll be protecting from sunburn. If you live in a hot climate, it can be tempting to throw on a tank top or a short sleeve shirt.",wikihow,24,1.5,3.5161,5,7.5758,3.4339,2.8959,3,66,0.6344083919142163
9551,"Personal Care and Style: How to make your hair look naturally healthy and beautiful. In the shower, rinse your hair until it is soaking wet. If your hair is really wet, the shampoo and conditioner will help your hair a lot.. Take your shampoo, and put about an amount the size of two quarters in one hand.",wikihow,26,2.5,2.6557,6,10.7692,3.2637,2.8118,0,65,-2.3097501395064635
9552,"Travel: How to travel for free on a sailboat. Take sailing classes if possible. While you may be able to find volunteer opportunities on sailboats requiring no experience and no money, gaining some sailing experience will greatly improve your chances. Sailing classes will be offered nearly everywhere where there is a harbor; check online to find classes offered by local boat clubs.",wikihow,30,10.5,3.0769,6,0.0,3.2771,2.6671,5,69,2.4668839861762564
9553,Philosophy and Religion: How to be a modern christian girl. Pray everyday. Start off with reading a couple of passages in the bible. Then start praying.,wikihow,10,3.5,3.1481,4,3.2258,3.2079,2.4733,0,31,-0.4111402078095834
